epoch,train_loss,grad_norm,val_accuracy
0,0.9951930396556854,11.042719667758385,0.773
1,0.5183150665958722,16.704463190000176,0.8229166666666666
2,0.4471100358366966,16.33327986713234,0.8200833333333334
3,0.4041514871319135,15.170869762549758,0.8514166666666667
4,0.38076549756526945,14.606212224023727,0.8456666666666667
5,0.35754897706707317,11.829120210529712,0.86175
6,0.3436725119551023,11.691427933211903,0.8758333333333334
7,0.327841521213452,10.402141321467488,0.8783333333333333
8,0.3170438517034054,10.678963393466226,0.8733333333333333
9,0.3059676729142666,10.007286791808399,0.8823333333333333
