epoch,train_loss,grad_norm,val_accuracy
0,0.5190628223816554,3.0212386666853406,0.847
1,0.39211355708042783,1.3549976265584562,0.8496666666666667
2,0.3658357149561246,1.3733629772026859,0.8506666666666667
3,0.34609940485159557,1.2242793043504145,0.8648333333333333
4,0.33353226228555044,1.315884975192176,0.8625833333333334
5,0.33242052271962164,1.2755027608988263,0.8749166666666667
6,0.3171816851993402,1.2314027884265306,0.8705833333333334
7,0.3148542357782523,1.3255634084856889,0.8741666666666666
8,0.3097610807220141,1.2832301967879562,0.8759166666666667
9,0.3024035188059012,1.2641515207791962,0.8714166666666666
