epoch,train_loss,grad_norm,val_accuracy
0,0.5738748175799847,4.166429206891994,0.8673333333333333
1,0.33114153539141017,2.387637976302009,0.8838333333333334
2,0.27903307311733566,1.977575625920028,0.89025
3,0.25001904983321827,1.8622322284944337,0.90175
4,0.22386330962677797,1.7341461845395194,0.9074166666666666
5,0.20424176444113254,1.725085518861466,0.90775
6,0.18584883947173755,1.7039089618895182,0.9090833333333334
7,0.16870433260748785,1.7358227354173092,0.9049166666666667
8,0.15558138091117144,1.8122152103715392,0.9123333333333333
9,0.14107125407954058,1.7567753117706162,0.9149166666666667
