epoch,train_loss,grad_norm,val_accuracy
0,0.7585245794653892,11.510325505681248,0.8495833333333334
1,0.35260363000631334,2.2284941029082206,0.87175
2,0.29969013221065205,1.802725300417049,0.8818333333333334
3,0.26320661982893945,1.6688773746917334,0.8980833333333333
4,0.23094779045383135,1.6250490915548483,0.9011666666666667
5,0.21143778051435946,1.7437508664943744,0.90325
6,0.20189185194671155,1.7463557032314905,0.90875
7,0.1803052942454815,1.6518535422371279,0.911
8,0.16564015923440456,1.698158881081142,0.91425
9,0.1445397357766827,1.761080351889821,0.9165
