epoch,train_loss,grad_norm,val_accuracy
0,0.608898012359937,3.7382084313353796,0.8246666666666667
1,0.4197127206524213,0.9630390487228287,0.8414166666666667
2,0.38424834024906157,0.8106403406892011,0.8606666666666667
3,0.35589918893575667,0.7384622655266431,0.8605
4,0.34284661849339804,0.6580339141164441,0.8619166666666667
5,0.34327378383278845,0.6656564260464899,0.86675
6,0.32204322348038356,0.6285515747632017,0.85875
7,0.32054169644912084,0.640716343679543,0.87675
8,0.2902701842288176,0.5963234502486302,0.8769166666666667
9,0.2803952665279309,0.6349105460564824,0.8526666666666667
