epoch,train_loss,grad_norm,val_accuracy
0,0.6356570403973262,15.522034129512651,0.8030833333333334
1,0.4853384656111399,18.31185970187678,0.82675
2,0.4500640191237132,19.147908604080538,0.8355833333333333
3,0.4291435151298841,19.793216430990977,0.8433333333333334
4,0.4144055986205737,21.204964013529903,0.8510833333333333
5,0.4037397203445435,21.167359824340956,0.8536666666666667
6,0.39411752168337505,20.37499833731681,0.85325
7,0.3871971344153086,21.532640839207385,0.8570833333333333
8,0.380550461212794,20.953615178376058,0.86025
9,0.375142093817393,22.425330933862472,0.8596666666666667
