epoch,train_loss,grad_norm,val_accuracy
0,0.4549456959962845,8.802716650931465,0.8834166666666666
1,0.28362095804015797,3.7473407194034567,0.898
2,0.2375267321616411,2.7728240584248995,0.907
3,0.20387660575906436,2.231381390675165,0.9095833333333333
4,0.17809186392525833,2.1242945217171507,0.9125
5,0.15521812856197356,1.9474626570270848,0.9151666666666667
6,0.13420981902380785,1.7976537718843417,0.9084166666666667
7,0.11707703746234377,1.7395339812309643,0.9180833333333334
8,0.09872731680671375,1.5331199128424748,0.917
9,0.08381676597893238,1.5099497017076537,0.9169166666666667
