epoch,train_loss,grad_norm,val_accuracy
0,0.4714513663848241,7.275676756214758,0.8675
1,0.3174716981252034,4.526530417161285,0.886
2,0.2791422013739745,4.083994781463766,0.8905833333333333
3,0.2566826295554638,4.093289239621333,0.8974166666666666
4,0.24146975686152777,4.133897678061,0.898
5,0.22898016047477723,3.9822759916112456,0.9045
6,0.21955136754115423,4.10948816458991,0.9033333333333333
7,0.20990651729206244,4.055666261962843,0.9085
8,0.20198042475183806,4.117242412975805,0.90725
9,0.19447085076073806,4.144831952804797,0.91075
